smi,h,f,spe
NC(=O)C=COCC=NO,-530.506854,-530.556847,-530.657338
OCC=NO,-284.376953,-284.41302,-284.461243
CC(C)=NCOC=CC(N)=O,-533.908793,-533.962983,-534.112428
CC(C)=NCO,-287.778808,-287.819553,-287.916285
NC(=O)C=COCN(C=O)C=O,-643.94114,-643.994182,-644.104208
O=COC(=O)CC(NON(C=O)C=O)C(=O)O,-982.967532,-983.033408,-983.156306
O=COC(=O)CC(O)C(=O)NON(C=O)C=O,-982.950216,-983.014566,-983.138362
C=NOCC(NOC(=N)NC)C(=O)O,-755.722332,-755.78281,-755.943523
C=NOCC(O)C(=O)NOC(=N)NC,-755.706668,-755.765965,-755.927251
NC=NONC(CN)C(=O)O,-603.077874,-603.131104,-603.258809
NC=NONC(=O)C(O)CN,-603.07984,-603.133892,-603.260049
COCC(NOC(=N)N)C(=O)O,-662.315311,-662.370459,-662.513809
COCC(O)C(=O)NOC(=N)N,-662.308558,-662.363257,-662.506374
NC=NCC(NON(C=O)C=O)C(=O)O,-829.805659,-829.865192,-830.009046
NC=NCC(O)C(=O)NON(C=O)C=O,-829.810886,-829.870954,-830.013086
CNC(=O)ONC(CN=C(C)N)C(=O)O,-795.123077,-795.186947,-795.375656
CNC(=O)ONC(=O)C(O)CN=C(C)N,-795.122975,-795.187617,-795.374168
NC(N)C(NON=O)C(=O)O,-638.999281,-639.050563,-639.155178
NC(N)C(O)C(=O)NON=O,-638.998375,-639.049355,-639.153885
CC(C)=NOCC(NOC1=NC=CC=N1)C(=O)O,-909.374062,-909.440896,-909.643403
CC(C)=NOCC(O)C(=O)NOC1=NC=CC=N1,-909.366817,-909.433453,-909.635611
O=C(O)C(CC1CNN1)NOC=NO,-755.629712,-755.687855,-755.851673
O=C(NOC=NO)C(O)CC1CNN1,-755.63931,-755.695383,-755.861174
CC=NOCC(NOC1=CN=CN=C1)C(=O)O,-870.05421,-870.117135,-870.294593
CC=NOCC(O)C(=O)NOC1=CN=CN=C1,-870.043262,-870.108392,-870.282629
CN=CCC(NON=C(C)C)C(=O)O,-703.719485,-703.779941,-703.974967
CN=CCC(O)C(=O)NON=C(C)C,-703.723735,-703.786289,-703.978361
CNCC(NOC1=CC=CN=N1)C(=O)O,-756.715742,-756.774891,-756.945196
CNCC(O)C(=O)NOC1=CC=CN=N1,-756.717935,-756.774574,-756.946813
O=CCC(NONC=O)C(=O)O,-680.976687,-681.030011,-681.136818
O=CCC(O)C(=O)NONC=O,-680.972548,-681.025275,-681.132389
O=C(O)C(CO)NOC1=CON=C1,-719.061439,-719.115753,-719.230185
O=C(NOC1=CON=C1)C(O)CO,-719.0504,-719.104386,-719.218122
COC(=O)CC(NON1CCOC1)C(=O)O,-874.110756,-874.174404,-874.368196
COC(=O)CC(O)C(=O)NON1CCOC1,-874.110049,-874.170038,-874.367349
COOCC(NOC1NCCN1)C(=O)O,-816.051255,-816.113228,-816.315286
COOCC(O)C(=O)NOC1NCCN1,-816.052685,-816.112022,-816.316667
CN(C)C(=O)CC(NOC(N)=O)C(=O)O,-815.031748,-815.095644,-815.27188
CN(C)C(=O)CC(O)C(=O)NOC(N)=O,-815.032031,-815.094114,-815.271944
CNC(=O)CC(NOC1NO1)C(=O)O,-775.615793,-775.674408,-775.825899
CNC(=O)CC(O)C(=O)NOC1NO1,-775.612533,-775.670731,-775.822266
CN(C=O)ONC(CC(=O)N(C)C)C(=O)O,-854.251765,-854.318174,-854.520482
CN(C=O)ONC(=O)C(O)CC(=O)N(C)C,-854.249453,-854.313989,-854.517292
O=C(O)C(CN1CCN1)NOC1=CN=CN1,-812.029062,-812.087942,-812.277499
O=C(NOC1=CN=CN1)C(O)CN1CCN1,-812.030743,-812.09004,-812.278913
CN=C(OCCC(=O)C(=N)C(N)N)N(C)C,-778.545509,-778.610965,-778.864517
CN=C(OCC(=O)CC(=N)C(N)N)N(C)C,-778.550839,-778.615713,-778.869813
CN=CN(C)OCCC(=O)C(=N)CC(=O)NC,-836.520581,-836.58651,-836.832049
CN=CN(C)OCC(=O)CC(=N)CC(=O)NC,-836.52382,-836.593198,-836.83453
CN=CN(C)N=C(CC1=CC=NN1)C(=O)CCO,-853.540289,-853.60636,-853.846976
CN=CN(C)N=C(CC(=O)CO)CC1=CC=NN1,-853.546334,-853.614428,-853.852438
CC(=NN=CN)C(=O)CCON1CCNCC1,-816.605597,-816.670044,-816.930688
CC(CC(=O)CON1CCNCC1)=NN=CN,-816.596652,-816.662086,-816.921004
CN=CN(C)OCCC(=O)C(C)=NC1=NC=CO1,-873.418118,-873.48457,-873.710353
CN=CN(C)OCC(=O)CC(C)=NC1=NC=CO1,-873.402499,-873.468958,-873.69466
CC(=O)N(N=C(C)C(=O)CCOC(C)=NO)C(C)=O,-969.778524,-969.849384,-970.086308
CC(=O)N(N=C(C)CC(=O)COC(C)=NO)C(C)=O,-969.780932,-969.852431,-970.088394
CC=NOOCCC(=O)C(=N)CC(C)=NO,-816.978354,-817.044539,-817.243858
CC=NOOCC(=O)CC(=N)CC(C)=NO,-816.979537,-817.04382,-817.244598
CC(=NO)OCCC(=O)C(C)=NO,-684.304732,-684.361878,-684.518317
CC(CC(=O)COC(C)=NO)=NO,-684.307353,-684.363427,-684.521177
CC=NOOCCC(=O)C(C)=NC1=NC=CC=N1,-872.167822,-872.234417,-872.435772
CC=NOOCC(=O)CC(C)=NC1=NC=CC=N1,-872.169045,-872.235201,-872.436475
CN=C(C)OCCC(=O)C(C)=NC(=O)OC(C)=O,-914.487096,-914.557617,-914.777687
CN=C(C)OCC(=O)CC(C)=NC(=O)OC(C)=O,-914.498766,-914.570767,-914.788974
CC(=NC=NO)C(=O)CCOC1COOC1,-836.884235,-836.946708,-837.139682
CC(CC(=O)COC1COOC1)=NC=NO,-836.87628,-836.939023,-837.130606
CN=C(C)CC(=N)C(=O)CCOC(C)=NC,-745.248753,-745.315452,-745.56501
CN=C(C)CC(=N)CC(=O)COC(C)=NC,-745.239416,-745.307192,-745.555119
CN=CN=C(C)C(=O)CCON(C)C(C)=O,-781.160066,-781.226278,-781.451067
CN=CN=C(C)CC(=O)CON(C)C(C)=O,-781.159024,-781.225186,-781.449743
CN=CN=C(C)C(=O)CCOC1=NOC=C1,-778.763048,-778.824853,-779.008097
CN=CN=C(C)CC(=O)COC1=NOC=C1,-778.759473,-778.820991,-779.004531
CN=C(C)CC(=NC(=O)N(C)C)C(=O)CCO,-820.524764,-820.593596,-820.847423
CN=C(C)CC(CC(=O)CO)=NC(=O)N(C)C,-820.525244,-820.595603,-820.847149
CC(=O)NC(=O)N=C(COC(C)=O)C(=O)CCO,-950.471719,-950.539472,-950.74057
CC(=O)NC(=O)N=C(COC(C)=O)CC(=O)CO,-950.476448,-950.54654,-950.744607
CC(=NOC=O)C(=O)CCOC1=CN=CN1,-814.744947,-814.804121,-814.966798
CC(CC(=O)COC1=CN=CN1)=NOC=O,-814.74352,-814.802474,-814.965165
N=C(COC=O)C(=O)CCOC1CCCC1,-785.042046,-785.106383,-785.33681
N=C(COC=O)CC(=O)COC1CCCC1,-785.046562,-785.109158,-785.340951
CC(=O)OCC(=N)C(=O)CCON(C)C(C)=O,-876.326829,-876.395163,-876.612163
CC(=O)OCC(=N)CC(=O)CON(C)C(C)=O,-876.329947,-876.397444,-876.615336
CN(C)C(=O)CC(=NC(=O)N(C)C)C(=O)CCO,-895.796501,-895.867636,-896.126288
CN(C)C(=O)CC(CC(=O)CO)=NC(=O)N(C)C,-895.800331,-895.872143,-896.129557
O=C=NCC(=NC1=CC=CC=C1)C(=O)CCO,-799.710629,-799.773573,-799.953083
O=C=NCC(CC(=O)CO)=NC1=CC=CC=C1,-799.713133,-799.776667,-799.955034
CC(=O)NCC(=NC1CNO1)C(=O)CCO,-817.092859,-817.156473,-817.363129
CC(=O)NCC(CC(=O)CO)=NC1CNO1,-817.099982,-817.162078,-817.370327
CC(=NC1=NC=CC=N1)C(=O)CCOC1=CC=NC=N1,-927.458086,-927.524297,-927.731121
CC(CC(=O)COC1=CC=NC=N1)=NC1=NC=CC=N1,-927.456739,-927.523722,-927.729231
CC(=NC1=NOC=C1)C(=O)CCOC1=CC=NC=N1,-909.174166,-909.238902,-909.427377
CC(CC(=O)COC1=CC=NC=N1)=NC1=NOC=C1,-909.180583,-909.245105,-909.433674
CC(N)=NOCCC(=O)C(C)=NC(=O)NC=O,-871.331028,-871.394953,-871.593966
CC(N)=NOCC(=O)CC(C)=NC(=O)NC=O,-871.335651,-871.401848,-871.598292
C#CCC(C)=NC,-288.688061,-288.731405,-288.831092
CNCC1=NOC=C1,-380.006178,-380.047473,-380.146327
C=C(CC(C)=NC)N(C)CC1=NOC=C1,-668.751018,-668.81214,-669.038502
C=C(COOC)N(C)COC(C)=O,-669.43418,-669.494254,-669.683652
NC(=O)CNCC(=O)OC=O,-605.84237,-605.893397,-605.999405
C=C(C)N(CC(N)=O)CC(=O)OC=O,-722.535838,-722.593855,-722.75724
CC(=O)N(C)CNCC1=CC=NC=N1,-645.6185,-645.674782,-645.867826
C=C(C)N(CC1=CC=NC=N1)CN(C)C(C)=O,-762.308505,-762.371494,-762.62223
CNCC1=COC=N1,-380.043189,-380.084386,-380.183929
C=C(CN1CCCO1)N(C)CC1=COC=N1,-743.97746,-744.037155,-744.27304
CN=NCC(=N)C(O)C(N=CN)C(C)N,-719.329021,-719.390806,-719.62985
CN=NCC(C)(N)C(O)C(C=N)N=CN,-719.323388,-719.384592,-719.623042
C=NOC(C(C)N)C(O)C(=N)CN=CC,-723.137345,-723.201101,-723.435573
C=NOC(C=N)C(O)C(C)(N)CN=CC,-723.130731,-723.193353,-723.428552
CC(N)CC(O)(C(=N)COC=O)C1NCCN1,-837.760919,-837.825852,-838.099717
CC(N)(COC=O)C(O)(CC=N)C1NCCN1,-837.747619,-837.810267,-838.086412
CNC(=O)C(O)(CC(C)N)C(=N)CNC(C)=O,-837.828225,-837.896923,-838.164987
CNC(=O)C(O)(CC=N)C(C)(N)CNC(C)=O,-837.817167,-837.885118,-838.153607
COOCC(=O)C(N=CN)NC(O)O,-776.801989,-776.861639,-777.03467
COOCC(O)(C(=O)O)C(N)N=CN,-776.824914,-776.884474,-777.057411
NC=NCC(=O)C(NC(O)O)C1=CN=CO1,-832.028122,-832.086375,-832.263568
NC=NCC(O)(C(=O)O)C(N)C1=CN=CO1,-832.048724,-832.110034,-832.284536
C=NCC(=O)C(NC(O)O)C(C)=NO,-739.692176,-739.7511,-739.925157
C=NCC(O)(C(=O)O)C(N)C(C)=NO,-739.714284,-739.771486,-739.947128
CC(=O)C(N)(N)NC(O)ON(C)C,-682.902744,-682.960779,-683.165541
CN(C)OC(=O)C(C)(O)C(N)(N)N,-682.921259,-682.97754,-683.184236
C=NCC(=O)C(C=O)NC(O)O,-645.070994,-645.122435,-645.25567
C=NCC(O)(C(=O)O)C(N)C=O,-645.099256,-645.151436,-645.284635
COC(=O)CC(=O)C(NC(O)O)OC(C)=O,-894.134087,-894.201827,-894.378902
COC(=O)CC(O)(C(=O)O)C(N)OC(C)=O,-894.159858,-894.225453,-894.404347
CC(=O)CN=CNC#CN(C(C)=O)C(C)=O,-778.799901,-778.866364,-779.043804
CC(=O)CN(C#CN(C(C)=O)C(C)=O)C=N,-778.801348,-778.868417,-779.045159
CN(C)C(=O)C#CNC=NCC#N,-605.038897,-605.098567,-605.232215
CN(C)C(=O)C#CN(C=N)CC#N,-605.031791,-605.091608,-605.225063
CC(=O)NC(=O)CN=CNC#CN(C)C(C)=O,-834.186254,-834.255294,-834.449668
CC(=O)NC(=O)CN(C#CN(C)C(C)=O)C=N,-834.174016,-834.245564,-834.437455
CC(=O)N(C)CN=CNC#CC(N)=O,-681.51638,-681.576933,-681.739942
CC(=O)N(C)CN(C#CC(N)=O)C=N,-681.524219,-681.583988,-681.74761
CC(=O)N(C#CNC=NCC1C=CC=C1)C=O,-779.728155,-779.79504,-779.979683
CC(=O)N(C#CN(C=N)CC1C=CC=C1)C=O,-779.730317,-779.79585,-779.98218
CC(=O)N(C=O)OC(CN)CCCC(=O)NC=O,-931.720053,-931.788667,-932.025775
CC(=O)N(C=O)OC(CCN)CCC(=O)NC=O,-931.726946,-931.796224,-932.032376
CCCC(CNC1=COC=N1)ON=CN,-721.97444,-722.035347,-722.251731
CCC(CCNC1=COC=N1)ON=CN,-721.977063,-722.037023,-722.254594
N=NNCC(O)CCCNC=O,-606.476262,-606.529095,-606.712383
N=NNCCC(O)CCNC=O,-606.478878,-606.532597,-606.714397
N=NCCCC(O)CNC1=CC=CN=N1,-700.882601,-700.93947,-701.1485
N=NCCC(O)CCNC1=CC=CN=N1,-700.887858,-700.945998,-701.154149
CN=NNCC(O)CCCN1CCO1,-684.943136,-685.002037,-685.237187
CN=NNCCC(O)CCN1CCO1,-684.951229,-685.010805,-685.244517
O=CN(C=O)NCC(O)CCCN=O,-739.658295,-739.71735,-739.890771
O=CN(C=O)NCCC(O)CCN=O,-739.677884,-739.736212,-739.911132
NCC(CCCN=O)ON=O,-586.936905,-586.989339,-587.126818
NCCC(CCN=O)ON=O,-586.938758,-586.992337,-587.128535
CN=C(C)CCCC(CN)OC(C)=NO,-708.293432,-708.361138,-708.628001
CN=C(C)CCC(CCN)OC(C)=NO,-708.296433,-708.363679,-708.631069
COCCCC(CN)OON=C(C)C,-689.980868,-690.045677,-690.294957
COCCC(CCN)OON=C(C)C,-689.977893,-690.041684,-690.291989
C=NOCCCC(O)CNC1C=CC=C1,-689.807334,-689.868039,-690.107236
C=NOCCC(O)CCNC1C=CC=C1,-689.799854,-689.858692,-690.100163
CC=NOCCCC(O)CNN(C)C=O,-744.225547,-744.288905,-744.536882
CC=NOCCC(O)CCNN(C)C=O,-744.22928,-744.294015,-744.540379
NC(N)CCC(O)CNNC=O,-607.691329,-607.744604,-607.952561
NC(N)CC(O)CCNNC=O,-607.694223,-607.748884,-607.955498
CCCC(CNC#N)OC#N,-512.791629,-512.844392,-512.985209
CCC(CCNC#N)OC#N,-512.792936,-512.846221,-512.986543
CN=CCCCC(O)CNO,-536.221743,-536.273272,-536.474054
CN=CCCC(O)CCNO,-536.218709,-536.269047,-536.471889
NCCCC(O)CNC1=CN=CC=N1,-646.794231,-646.85083,-647.068385
NCCC(O)CCNC1=CN=CC=N1,-646.796964,-646.853258,-647.071008
CN(C)C(=O)OC(CN)CCC(O)(O)O,-801.379225,-801.44431,-801.679037
CN(C)C(=O)OC(CCN)CC(O)(O)O,-801.379635,-801.444643,-801.679137
CCCC(CNC=O)OC1=COC=N1,-686.566775,-686.623673,-686.814462
CCC(CCNC=O)OC1=COC=N1,-686.571838,-686.629121,-686.819349
CNC(=O)OC(CN)CCCC(C)=O,-688.990226,-689.052032,-689.284707
CNC(=O)OC(CCN)CCC(C)=O,-688.990655,-689.054181,-689.285037
CCCC(CNNC=O)OC(=O)NC=O,-779.08662,-779.149206,-779.351954
CCC(CCNNC=O)OC(=O)NC=O,-779.089739,-779.151571,-779.354883
CCCC(CNC(=O)NC)ONC=O,-704.999803,-705.061402,-705.282108
CCC(CCNC(=O)NC)ONC=O,-705.000862,-705.061908,-705.283347
CCCC(CNN(C)C=O)ON(C)C(C)=O,-783.547828,-783.616836,-783.88802
CCC(CCNN(C)C=O)ON(C)C(C)=O,-783.546584,-783.614223,-783.886901
CCCC(CNNC(C)=O)OC1=CN=CC=N1,-799.43627,-799.501774,-799.74959
CCC(CCNNC(C)=O)OC1=CN=CC=N1,-799.443075,-799.50827,-799.757059
CCCC(CNC1C=CC=C1)OC1=NC=CC=N1,-784.323212,-784.388691,-784.655457
CCC(CCNC1C=CC=C1)OC1=NC=CC=N1,-784.327551,-784.391735,-784.659927
CNC(=N)N=C(C)CC(NC(N)=O)C(N)=O,-793.528745,-793.594112,-793.812893
C=CNC(N)=O,-302.682248,-302.719974,-302.786207
CNC(=N)N=C(C)C(N)=O,-490.80363,-490.852595,-490.978934
CC(=N)CC(NN(C)C=N)C(=O)NN=O,-754.042901,-754.103378,-754.294566
C=CNN(C)C=N,-322.009524,-322.050486,-322.154754
CC(=N)C(=O)NN=O,-432.000815,-432.043527,-432.102388
CN(C=N)NC(=O)C(N)CC(=N)CN1CCNCC1,-891.417182,-891.486266,-891.805652
CN(C=N)NC(=O)C(=N)CN1CCNCC1,-757.453173,-757.516324,-757.762303
CC(C)=NON=C(C)CC(N)C(=O)NC#N,-776.119443,-776.187129,-776.387528
CC(C)=NON=C(C)C(=O)NC#N,-642.141492,-642.200323,-642.330724
C=NON=C(C)CC(NC(C)=O)C(N)=O,-757.937765,-758.000931,-758.188232
C=CNC(C)=O,-286.613631,-286.650595,-286.727467
C=NON=C(C)C(N)=O,-471.281822,-471.329073,-471.412397
C=NNC(=O)C(N)CC(C)=NC1=CC=CN=N1,-793.174649,-793.235723,-793.439617
C=NNC(=O)C(C)=NC1=CC=CN=N1,-659.212417,-659.266402,-659.399463
CC=NCC(CC(N)C(N)=O)=NN1CCCNC1,-836.058238,-836.127346,-836.427417
CC=NCC(=NN1CCCNC1)C(N)=O,-702.106987,-702.166099,-702.397147
CNC(=O)N=C(C)CC(N)C(=O)NN(C)C=O,-852.670414,-852.740621,-852.971101
CNC(=O)N=C(C)C(=O)NN(C)C=O,-718.702328,-718.766395,-718.92455
CC(CC(NC1NN1)C(N)=O)=NC1COOC1,-852.486886,-852.550941,-852.787573
C=CNC1NN1,-282.666894,-282.704737,-282.782238
CC(=NC1COOC1)C(N)=O,-569.765399,-569.813111,-569.945541
NC=NOO,-300.362009,-300.398293,-300.433459
N=CNOO,-300.362009,-300.398293,-300.433459
CC=NOON=CN,-433.076428,-433.121436,-433.199722
CC=NOONC=N,-433.076428,-433.121436,-433.199722
N=CON=CN,-318.660645,-318.698694,-318.752026
N=CNOC=N,-318.660645,-318.698694,-318.752026
NC=NOC1=CON=C1,-470.050667,-470.093303,-470.159882
N=CNOC1=CON=C1,-470.050667,-470.093303,-470.159882
CC(=O)OC(=O)ON=CN,-566.493098,-566.543885,-566.618142
CC(=O)OC(=O)ONC=N,-566.493098,-566.543885,-566.618142
NC=NON,-280.491402,-280.526764,-280.576756
N=CNON,-280.491402,-280.526764,-280.576756
NC=NON=O,-354.533253,-354.571781,-354.598414
N=CNON=O,-354.533253,-354.571781,-354.598414
NC=NOC1NCN1,-413.267091,-413.307907,-413.4074
N=CNOC1NCN1,-413.267091,-413.307907,-413.4074
NC=NOC1COOC1,-492.291491,-492.336071,-492.435304
N=CNOC1COOC1,-492.291491,-492.336071,-492.435304
N=CNON=CN,-373.958603,-373.999708,-374.067191
N=CNONC=N,-373.958603,-373.999708,-374.067191
COC=CCC(=N)C=CN=C(C)N,-591.385936,-591.445139,-591.63822
COC=CC(=N)CC=CN=C(C)N,-591.387259,-591.447311,-591.63921
C=CC(CC=CC(=N)NC)=NN(C=O)C(C)=O,-798.212051,-798.277795,-798.498878
C=CCC(C=CC(=N)NC)=NN(C=O)C(C)=O,-798.207473,-798.275355,-798.49394
CN=C(C=CC(=N)CC=CC=NO)N(C)C,-724.084869,-724.15379,-724.389602
CN=C(C=CCC(=N)C=CC=NO)N(C)C,-724.079578,-724.147431,-724.384469
C=CCC(C=CNC)=NN(C)C,-517.299505,-517.356597,-517.568604
C=CC(CC=CNC)=NN(C)C,-517.285649,-517.34241,-517.554897
C=CCC(C=CC(=O)OC)=NO,-591.843651,-591.898979,-592.041001
C=CC(CC=CC(=O)OC)=NO,-591.84584,-591.901335,-592.043363
COC=CCC(=N)C=CN=C=O,-570.789427,-570.84516,-570.976581
COC=CC(=N)CC=CN=C=O,-570.791389,-570.846556,-570.978709
CN(C=O)C=CCC(=N)C=CC1=CN=CN=C1,-759.904583,-759.970465,-760.171092
CN(C=O)C=CC(=N)CC=CC1=CN=CN=C1,-759.899882,-759.962794,-760.16646
C=CC(CC=CC1C=CC=C1)=NC1CCNN1,-708.987037,-709.049877,-709.313235
C=CCC(C=CC1C=CC=C1)=NC1CCNN1,-708.985676,-709.049689,-709.311586
CC(=O)N(C)C=C=CN(C(C)=C(C)C)N(C)C(C)=O,-861.923147,-862.002676,-862.302813
C=C(C)C1(C)C(C=CN(C)C(C)=O)N1N(C)C(C)=O,-861.918806,-861.993956,-862.298727
C=C=CN(C(C)=C(C)CC1CCCNO1)C1CCOOC1,-960.236334,-960.310561,-960.66641
C=CC1N(C2CCOOC2)C1(C)C(=C)CC1CCCNO1,-960.242425,-960.313221,-960.673361
CC(=O)OC(=O)NCC(=N)C(C(N)N)C(C)O,-873.770174,-873.837296,-874.083726
CC(=O)OC(=O)NCC(C(=N)C(C)O)C(N)N,-873.772084,-873.837326,-874.085861
CC(C(=N)CNC1=CN=CN1)C(O)CN(C)C=N,-834.891338,-834.955582,-835.236807
CC(CNC1=CN=CN1)C(=N)C(O)CN(C)C=N,-834.89378,-834.959356,-835.238998
CNCC(C(=N)CN)C(O)CN(C)C=O,-724.409481,-724.470917,-724.735854
CNCC(CN)C(=N)C(O)CN(C)C=O,-724.407139,-724.469234,-724.733539
C=CC(C)(N)N=C=O,-380.065264,-380.109169,-380.204231
C#CC(C)(N)N=C=O,-378.826573,-378.870124,-378.9413
CN(C)C=CC(=O)NC=NO,-549.91871,-549.97225,-550.110607
C=CC=CN(C)C,-289.914907,-289.956927,-290.083042
O=CNC=NO,-338.561206,-338.598352,-338.639926
O=CC(=O)CC1=CN=CN=C1,-530.331988,-530.379121,-530.465973
O=CON(C=O)C=O,-471.818866,-471.860523,-471.896118
O=COC(ON(C=O)C=O)C(=O)CC1=CN=CN=C1,-1002.167193,-1002.233773,-1002.382494
O=CC(=O)CN1CCOC1,-514.459547,-514.504173,-514.622989
O=COC(ON(C=O)C=O)C(=O)CN1CCOC1,-986.293032,-986.357911,-986.53773
NC=NOC=O,-338.552672,-338.589968,-338.631725
N=CNCC(=O)C(OC=O)ON=CN,-754.591193,-754.648711,-754.789581
NC=NCC(=O)C=O,-415.991468,-416.035381,-416.106376
O=COC1CCCC1,-385.10274,-385.144705,-385.266751
NC=NCC(=O)C(OC=O)OC1CCCC1,-801.110078,-801.17314,-801.392252
CC(C)=NOOC=O,-436.97147,-437.016344,-437.093839
CC(C)=NOOC(OC=O)C(=O)CC(C)=NO,-912.133532,-912.203783,-912.390576
O=CC(=O)CC1=NC=CC=N1,-530.337887,-530.385002,-530.471451
CC(C)=NOOC(OC=O)C(=O)CC1=NC=CC=N1,-967.326447,-967.396243,-967.586357
CN=CCC(=O)C(OC=O)OOC=O,-778.248524,-778.308193,-778.430846
O=CCC(=O)C(OC=O)OC1=CC=CC=C1,-801.379928,-801.439523,-801.589154
COC(=O)CC(=O)C=O,-495.094957,-495.142221,-495.214162
O=COC1CCON1,-437.039494,-437.080096,-437.166961
COC(=O)CC(=O)C(OC=O)OC1CCON1,-932.148009,-932.212069,-932.399024
CC(=O)NOC=O,-397.769884,-397.810838,-397.865585
CC(=O)NOC(OC=O)C(=O)CC(=O)OC(C)=O,-1006.25381,-1006.323638,-1006.483442
O=CC(=O)CC1OCCO1,-534.358634,-534.406148,-534.5091
O=COC(OC1CCNNC1)C(=O)CC1OCCO1,-990.845998,-990.913408,-991.171456
N=C(N)CC(=O)C=O,-416.009786,-416.053533,-416.124794
N=C(N)CC(=O)C(OC=O)ON(C=O)C=O,-887.845235,-887.907702,-888.041788
O=CCC(=O)C=NC(=O)NC=O,-642.73122,-642.783037,-642.868804
CC(C=NC(=O)NC=O)OC(=O)CC=O,-796.608026,-796.667572,-796.811207
CN(C)C(=N)CC(=O)C=N,-474.69552,-474.745663,-474.882514
CN(C=N)CC(C=N)OC(=O)CC(=N)N(C)C,-816.674761,-816.743105,-816.99944
CC=NON=CC(=O)CC(C)=N,-587.959682,-588.013945,-588.155155
CC=NON=CC(C)OC(=O)CC(C)=N,-741.820955,-741.884487,-742.081282
CC(=O)NCC(=O)C=NC=NO,-623.976913,-624.031634,-624.150346
CC(=O)NCC(=O)OC(C)C=NC=NO,-777.841671,-777.904522,-778.080009
CC(N=CC(=O)CC1=NC=CN1)=NO,-680.293329,-680.351053,-680.49128
CC(N=CC(C)OC(=O)CC1=NC=CN1)=NO,-834.169698,-834.232797,-834.434025
CN(C)CC(=O)C=NC1=CN=CN=C1,-644.371634,-644.427958,-644.594966
CC(C=NC1=CN=CN=C1)OC(=O)CN(C)C,-798.239081,-798.302433,-798.527469
O=CN(C=O)N=CC(=O)C(O)O,-679.838182,-679.890993,-679.974966
CC(C=NN(C=O)C=O)OC(=O)C(O)O,-833.703519,-833.764676,-833.905427
NC(N)C(=O)C=NC1=CON=C1,-602.872494,-602.92343,-603.036541
CC(C=NC1=CON=C1)OC(=O)C(N)N,-756.738674,-756.799095,-756.967715
CC(=O)C=NC1NCCCO1,-533.885861,-533.935559,-534.091161
CC=NCC(C=NC1NCCCO1)OC(C)=O,-820.494493,-820.559096,-820.818638
CC(=O)C=NOC=O,-435.844856,-435.88741,-435.945181
CC(=O)OC(C=NOC=O)CC=O,-703.065033,-703.123087,-703.24218
CC(=O)C=NC1=CN=CN=C1,-510.441827,-510.489232,-510.587451
CC(=O)OC(C=NC1=CN=CN=C1)COC=O,-852.907014,-852.970818,-853.135401
CC(=O)C=NN(C)C(C)=O,-494.586427,-494.635746,-494.758943
CC(=O)OC(C=NN(C)C(C)=O)CC1CCONC1,-935.001458,-935.073053,-935.360337
N=CC(=O)CC1=CON=C1,-492.16558,-492.211447,-492.292708
O=CCC1=CC=NC=N1,-416.986874,-417.02899,-417.109308
N=CC(CC1=CC=NC=N1)OC(=O)CC1=CON=C1,-909.189772,-909.25486,-909.444563
O=C(C=NC1=CC=NC=N1)CN1CCO1,-718.347844,-718.404271,-718.553081
CC(C=NC1=CC=NC=N1)OC(=O)CN1CCO1,-872.218674,-872.282275,-872.489491
O=COC(=O)N=CC(=O)CN1C=CN=C1,-774.289606,-774.345609,-774.458443
CC(C=NC(=O)OC=O)OC(=O)CN1C=CN=C1,-928.170689,-928.234427,-928.404738
CC(=O)C=NC1CCNOC1,-533.82942,-533.878575,-534.034023
O=CCC1COCO1,-421.008,-421.050137,-421.146774
CC(=O)OC(C=NC1CCNOC1)CC1COCO1,-954.876041,-954.944821,-955.224799
CC(=O)N(CC(=O)C=NN1CCCOC1)C(C)=O,-894.56765,-894.633924,-894.873557
CC(=O)N(CC(=O)OC(C)C=NN1CCCOC1)C(C)=O,-1048.430796,-1048.505041,-1048.801606
C=CC(C)CC(=N)N(C)C,-423.877989,-423.929643,-424.123872
CNCN(C)C,-269.06396,-269.104188,-269.238738
C=CN(C)CN(C)C,-346.454597,-346.500506,-346.664273
CCCC(=N)N(C)C,-346.491999,-346.538353,-346.702918
CN=NCNCNC(C)=O,-491.934294,-491.983431,-492.132953
C=CN(CN=NC)CNC(C)=O,-569.335033,-569.390876,-569.568703
C=CC(CON=C(C)C)CC1CNN1,-631.777373,-631.838571,-632.083009
CC(C)=NOCCCC1CNN1,-554.388976,-554.445056,-554.659283
C=CC(C)CON=CC,-404.421845,-404.470947,-404.623863
CNCC1=CN=CC=N1,-398.273142,-398.316335,-398.432567
C=CN(C)CC1=CN=CC=N1,-475.664945,-475.713424,-475.859048
CC=NOCCC,-327.034829,-327.078858,-327.202095
CN=C(C)CC(C)C=CN1CCCN1,-595.902244,-595.963337,-596.232429
CCCC(C)=NC,-291.132666,-291.176791,-291.32429
CN(C)C=CN1CCCN1,-439.886377,-439.934757,-440.122178
CC(C=CC1=NC=CO1)CC=O,-554.750968,-554.803308,-554.948999
CN(C)C=CC1=NC=CO1,-457.449554,-457.49632,-457.625163
COCNCO,-324.90925,-324.948156,-325.04915
C=CN(CO)COC,-402.296422,-402.340642,-402.471211
CC(C)C=CC1CCNN1,-423.853973,-423.903683,-424.101879
